date,hour,CET/CEST time,price_sterling,
20/04/2017,14 - 15,15 - 16,"33,59",
20/04/2017,15 - 16,16 - 17,"34,06",
20/04/2017,16 - 17,17 - 18,"39,94",
20/04/2017,17 - 18,18 - 19,"48,11",
20/04/2017,18 - 19,19 - 20,"49,29",
20/04/2017,19 - 20,20 - 21,"58,24",
20/04/2017,20 - 21,21 - 22,"64,98",
20/04/2017,21 - 22,22 - 23,"47,50",
20/04/2017,22 - 23,23 - 00,"35,21",
21/04/2017,23 - 00,00 - 01,"36,68",
21/04/2017,00 - 01,01 - 02,"33,85",
21/04/2017,01 - 02,02 - 03,"33,88",
21/04/2017,02 - 03,03 - 04,"33,20",
21/04/2017,03 - 04,04 - 05,"30,81",
21/04/2017,04 - 05,05 - 06,"31,84",
21/04/2017,05 - 06,06 - 07,"37,14",
21/04/2017,06 - 07,07 - 08,"41,81",
21/04/2017,07 - 08,08 - 09,"47,21",
21/04/2017,08 - 09,09 - 10,"52,08",
21/04/2017,09 - 10,10 - 11,"48,33",
21/04/2017,10 - 11,11 - 12,"41,11",
21/04/2017,11 - 12,12 - 13,"38,82",
21/04/2017,12 - 13,13 - 14,"35,85",
21/04/2017,13 - 14,14 - 15,"33,54",
21/04/2017,14 - 15,15 - 16,"32,10",
21/04/2017,15 - 16,16 - 17,"32,90",
21/04/2017,16 - 17,17 - 18,"33,64",
21/04/2017,17 - 18,18 - 19,"40,23",
21/04/2017,18 - 19,19 - 20,"47,72",
21/04/2017,19 - 20,20 - 21,"54,62",
21/04/2017,20 - 21,21 - 22,"60,58",
21/04/2017,21 - 22,22 - 23,"47,60",
21/04/2017,22 - 23,23 - 00,"41,88",
22/04/2017,23 - 00,00 - 01,"41,67",
22/04/2017,00 - 01,01 - 02,"36,68",
22/04/2017,01 - 02,02 - 03,"36,68",
22/04/2017,02 - 03,03 - 04,"34,82",
22/04/2017,03 - 04,04 - 05,"33,59",
22/04/2017,04 - 05,05 - 06,"33,54",
22/04/2017,05 - 06,06 - 07,"33,61",
22/04/2017,06 - 07,07 - 08,"34,39",
22/04/2017,07 - 08,08 - 09,"33,02",
22/04/2017,08 - 09,09 - 10,"40,26",
22/04/2017,09 - 10,10 - 11,"50,01",
22/04/2017,10 - 11,11 - 12,"47,38",
22/04/2017,11 - 12,12 - 13,"41,80",
22/04/2017,12 - 13,13 - 14,"35,55",
22/04/2017,13 - 14,14 - 15,"32,28",
22/04/2017,14 - 15,15 - 16,"30,95",
22/04/2017,15 - 16,16 - 17,"30,24",
22/04/2017,16 - 17,17 - 18,"32,35",
22/04/2017,17 - 18,18 - 19,"35,74",
22/04/2017,18 - 19,19 - 20,"47,24",
22/04/2017,19 - 20,20 - 21,"53,00",
22/04/2017,20 - 21,21 - 22,"59,40",
22/04/2017,21 - 22,22 - 23,"56,67",
22/04/2017,22 - 23,23 - 00,"34,82",
23/04/2017,23 - 00,00 - 01,"43,00",
23/04/2017,00 - 01,01 - 02,"39,10",
23/04/2017,01 - 02,02 - 03,"40,00",
23/04/2017,02 - 03,03 - 04,"38,01",
23/04/2017,03 - 04,04 - 05,"36,00",
23/04/2017,04 - 05,05 - 06,"35,44",
23/04/2017,05 - 06,06 - 07,"34,52",
23/04/2017,06 - 07,07 - 08,"32,55",
23/04/2017,07 - 08,08 - 09,"30,00",
23/04/2017,08 - 09,09 - 10,"33,07",
23/04/2017,09 - 10,10 - 11,"40,21",
23/04/2017,10 - 11,11 - 12,"44,57",
23/04/2017,11 - 12,12 - 13,"43,21",
23/04/2017,12 - 13,13 - 14,"37,00",
23/04/2017,13 - 14,14 - 15,"33,51",
23/04/2017,14 - 15,15 - 16,"33,07",
23/04/2017,15 - 16,16 - 17,"33,06",
23/04/2017,16 - 17,17 - 18,"34,00",
23/04/2017,17 - 18,18 - 19,"37,06",
23/04/2017,18 - 19,19 - 20,"48,10",
23/04/2017,19 - 20,20 - 21,"53,61",
23/04/2017,20 - 21,21 - 22,"57,47",
23/04/2017,21 - 22,22 - 23,"48,57",
23/04/2017,22 - 23,23 - 00,"32,36",
24/04/2017,23 - 00,00 - 01,"35,99",
24/04/2017,00 - 01,01 - 02,"29,96",
24/04/2017,01 - 02,02 - 03,"32,55",
24/04/2017,02 - 03,03 - 04,"33,53",
24/04/2017,03 - 04,04 - 05,"33,05",
24/04/2017,04 - 05,05 - 06,"33,08",
24/04/2017,05 - 06,06 - 07,"36,91",
24/04/2017,06 - 07,07 - 08,"45,00",
24/04/2017,07 - 08,08 - 09,"45,00",
24/04/2017,08 - 09,09 - 10,"58,98",
24/04/2017,09 - 10,10 - 11,"58,94",
24/04/2017,10 - 11,11 - 12,"47,43",
24/04/2017,11 - 12,12 - 13,"42,99",
24/04/2017,12 - 13,13 - 14,"34,52",
24/04/2017,13 - 14,14 - 15,"33,11",
24/04/2017,14 - 15,15 - 16,"32,81",
24/04/2017,15 - 16,16 - 17,"33,04",
24/04/2017,16 - 17,17 - 18,"34,09",
24/04/2017,17 - 18,18 - 19,"43,00",
24/04/2017,18 - 19,19 - 20,"44,92",
24/04/2017,19 - 20,20 - 21,"57,18",
24/04/2017,20 - 21,21 - 22,"58,90",
24/04/2017,21 - 22,22 - 23,"41,36",
24/04/2017,22 - 23,23 - 00,"33,08",
25/04/2017,23 - 00,00 - 01,"36,32",
25/04/2017,00 - 01,01 - 02,"30,97",
25/04/2017,01 - 02,02 - 03,"33,01",
25/04/2017,02 - 03,03 - 04,"36,19",
25/04/2017,03 - 04,04 - 05,"33,06",
25/04/2017,04 - 05,05 - 06,"33,05",
25/04/2017,05 - 06,06 - 07,"36,09",
25/04/2017,06 - 07,07 - 08,"42,18",
25/04/2017,07 - 08,08 - 09,"45,80",
25/04/2017,08 - 09,09 - 10,"50,19",
25/04/2017,09 - 10,10 - 11,"40,00",
25/04/2017,10 - 11,11 - 12,"35,50",
25/04/2017,11 - 12,12 - 13,"33,99",
25/04/2017,12 - 13,13 - 14,"33,03",
25/04/2017,13 - 14,14 - 15,"32,44",
25/04/2017,14 - 15,15 - 16,"31,99",
25/04/2017,15 - 16,16 - 17,"32,00",
25/04/2017,16 - 17,17 - 18,"38,93",
25/04/2017,17 - 18,18 - 19,"48,00",
25/04/2017,18 - 19,19 - 20,"44,44",
25/04/2017,19 - 20,20 - 21,"53,82",
25/04/2017,20 - 21,21 - 22,"59,82",
25/04/2017,21 - 22,22 - 23,"58,93",
25/04/2017,22 - 23,23 - 00,"34,68",
26/04/2017,23 - 00,00 - 01,"35,95",
26/04/2017,00 - 01,01 - 02,"33,43",
26/04/2017,01 - 02,02 - 03,"38,11",
26/04/2017,02 - 03,03 - 04,"38,00",
26/04/2017,03 - 04,04 - 05,"34,96",
26/04/2017,04 - 05,05 - 06,"33,58",
26/04/2017,05 - 06,06 - 07,"37,21",
26/04/2017,06 - 07,07 - 08,"45,20",
26/04/2017,07 - 08,08 - 09,"47,81",
26/04/2017,08 - 09,09 - 10,"50,60",
26/04/2017,09 - 10,10 - 11,"47,32",
26/04/2017,10 - 11,11 - 12,"45,64",
26/04/2017,11 - 12,12 - 13,"41,17",
26/04/2017,12 - 13,13 - 14,"41,01",
26/04/2017,13 - 14,14 - 15,"39,27",
26/04/2017,14 - 15,15 - 16,"37,39",
26/04/2017,15 - 16,16 - 17,"36,43",
26/04/2017,16 - 17,17 - 18,"39,66",
26/04/2017,17 - 18,18 - 19,"48,50",
26/04/2017,18 - 19,19 - 20,"55,69",
26/04/2017,19 - 20,20 - 21,"60,64",
26/04/2017,20 - 21,21 - 22,"64,00",
26/04/2017,21 - 22,22 - 23,"57,92",
26/04/2017,22 - 23,23 - 00,"37,54",
27/04/2017,23 - 00,00 - 01,"35,67",
27/04/2017,00 - 01,01 - 02,"32,56",
27/04/2017,01 - 02,02 - 03,"36,79",
27/04/2017,02 - 03,03 - 04,"36,71",
27/04/2017,03 - 04,04 - 05,"33,51",
27/04/2017,04 - 05,05 - 06,"32,00",
27/04/2017,05 - 06,06 - 07,"35,92",
27/04/2017,06 - 07,07 - 08,"44,81",
27/04/2017,07 - 08,08 - 09,"48,12",
27/04/2017,08 - 09,09 - 10,"50,88",
27/04/2017,09 - 10,10 - 11,"45,68",
27/04/2017,10 - 11,11 - 12,"43,26",
27/04/2017,11 - 12,12 - 13,"41,14",
27/04/2017,12 - 13,13 - 14,"39,99",
27/04/2017,13 - 14,14 - 15,"37,01",
27/04/2017,14 - 15,15 - 16,"36,10",
27/04/2017,15 - 16,16 - 17,"34,82",
27/04/2017,16 - 17,17 - 18,"40,00",
27/04/2017,17 - 18,18 - 19,"50,00",
27/04/2017,18 - 19,19 - 20,"53,00",
27/04/2017,19 - 20,20 - 21,"55,06",
27/04/2017,20 - 21,21 - 22,"62,92",
27/04/2017,21 - 22,22 - 23,"51,00",
27/04/2017,22 - 23,23 - 00,"38,70",
28/04/2017,23 - 00,00 - 01,"39,65",
28/04/2017,00 - 01,01 - 02,"34,00",
28/04/2017,01 - 02,02 - 03,"35,08",
28/04/2017,02 - 03,03 - 04,"37,50",
28/04/2017,03 - 04,04 - 05,"36,70",
28/04/2017,04 - 05,05 - 06,"35,05",
28/04/2017,05 - 06,06 - 07,"37,47",
28/04/2017,06 - 07,07 - 08,"44,64",
28/04/2017,07 - 08,08 - 09,"54,99",
28/04/2017,08 - 09,09 - 10,"63,48",
28/04/2017,09 - 10,10 - 11,"57,32",
28/04/2017,10 - 11,11 - 12,"54,93",
28/04/2017,11 - 12,12 - 13,"55,51",
28/04/2017,12 - 13,13 - 14,"56,88",
28/04/2017,13 - 14,14 - 15,"42,56",
28/04/2017,14 - 15,15 - 16,"35,07",
28/04/2017,15 - 16,16 - 17,"35,02",
28/04/2017,16 - 17,17 - 18,"49,33",
28/04/2017,17 - 18,18 - 19,"57,00",
28/04/2017,18 - 19,19 - 20,"60,90",
28/04/2017,19 - 20,20 - 21,"60,94",
28/04/2017,20 - 21,21 - 22,"60,91",
28/04/2017,21 - 22,22 - 23,"54,94",
28/04/2017,22 - 23,23 - 00,"38,89",
29/04/2017,23 - 00,00 - 01,"52,50",
29/04/2017,00 - 01,01 - 02,"39,94",
29/04/2017,01 - 02,02 - 03,"41,12",
29/04/2017,02 - 03,03 - 04,"38,92",
29/04/2017,03 - 04,04 - 05,"36,92",
29/04/2017,04 - 05,05 - 06,"34,08",
29/04/2017,05 - 06,06 - 07,"32,51",
29/04/2017,06 - 07,07 - 08,"37,93",
29/04/2017,07 - 08,08 - 09,"39,00",
29/04/2017,08 - 09,09 - 10,"53,97",
29/04/2017,09 - 10,10 - 11,"59,00",
29/04/2017,10 - 11,11 - 12,"53,92",
29/04/2017,11 - 12,12 - 13,"37,24",
29/04/2017,12 - 13,13 - 14,"34,02",
29/04/2017,13 - 14,14 - 15,"31,00",
29/04/2017,14 - 15,15 - 16,"28,00",
29/04/2017,15 - 16,16 - 17,"27,43",
29/04/2017,16 - 17,17 - 18,"31,37",
29/04/2017,17 - 18,18 - 19,"39,00",
29/04/2017,18 - 19,19 - 20,"50,90",
29/04/2017,19 - 20,20 - 21,"50,94",
29/04/2017,20 - 21,21 - 22,"51,33",
29/04/2017,21 - 22,22 - 23,"37,84",
29/04/2017,22 - 23,23 - 00,"29,97",
30/04/2017,23 - 00,00 - 01,"44,96",
30/04/2017,00 - 01,01 - 02,"41,94",
30/04/2017,01 - 02,02 - 03,"44,00",
30/04/2017,02 - 03,03 - 04,"41,98",
30/04/2017,03 - 04,04 - 05,"37,91",
30/04/2017,04 - 05,05 - 06,"34,00",
30/04/2017,05 - 06,06 - 07,"34,00",
30/04/2017,06 - 07,07 - 08,"25,00",
30/04/2017,07 - 08,08 - 09,"29,97",
30/04/2017,08 - 09,09 - 10,"32,00",
30/04/2017,09 - 10,10 - 11,"32,00",
30/04/2017,10 - 11,11 - 12,"38,61",
30/04/2017,11 - 12,12 - 13,"42,00",
30/04/2017,12 - 13,13 - 14,"39,90",
30/04/2017,13 - 14,14 - 15,"32,02",
30/04/2017,14 - 15,15 - 16,"30,50",
30/04/2017,15 - 16,16 - 17,"26,11",
30/04/2017,16 - 17,17 - 18,"41,32",
30/04/2017,17 - 18,18 - 19,"57,92",
30/04/2017,18 - 19,19 - 20,"42,50",
30/04/2017,19 - 20,20 - 21,"57,95",
30/04/2017,20 - 21,21 - 22,"60,00",
30/04/2017,21 - 22,22 - 23,"58,95",
30/04/2017,22 - 23,23 - 00,"43,43",
01/05/2017,23 - 00,00 - 01,"40,39",
01/05/2017,00 - 01,01 - 02,"38,97",
01/05/2017,01 - 02,02 - 03,"40,03",
01/05/2017,02 - 03,03 - 04,"40,00",
01/05/2017,03 - 04,04 - 05,"38,96",
01/05/2017,04 - 05,05 - 06,"35,99",
01/05/2017,05 - 06,06 - 07,"35,92",
01/05/2017,06 - 07,07 - 08,"30,32",
01/05/2017,07 - 08,08 - 09,"26,11",
01/05/2017,08 - 09,09 - 10,"32,17",
01/05/2017,09 - 10,10 - 11,"40,43",
01/05/2017,10 - 11,11 - 12,"42,20",
01/05/2017,11 - 12,12 - 13,"46,00",
01/05/2017,12 - 13,13 - 14,"39,36",
01/05/2017,13 - 14,14 - 15,"31,34",
01/05/2017,14 - 15,15 - 16,"33,06",
01/05/2017,15 - 16,16 - 17,"34,73",
01/05/2017,16 - 17,17 - 18,"48,29",
01/05/2017,17 - 18,18 - 19,"53,63",
01/05/2017,18 - 19,19 - 20,"55,07",
01/05/2017,19 - 20,20 - 21,"53,33",
01/05/2017,20 - 21,21 - 22,"56,93",
01/05/2017,21 - 22,22 - 23,"56,90",
01/05/2017,22 - 23,23 - 00,"37,40",
02/05/2017,23 - 00,00 - 01,"37,29",
02/05/2017,00 - 01,01 - 02,"34,01",
02/05/2017,01 - 02,02 - 03,"35,99",
02/05/2017,02 - 03,03 - 04,"35,04",
02/05/2017,03 - 04,04 - 05,"35,06",
02/05/2017,04 - 05,05 - 06,"34,05",
02/05/2017,05 - 06,06 - 07,"35,85",
02/05/2017,06 - 07,07 - 08,"48,00",
02/05/2017,07 - 08,08 - 09,"50,75",
02/05/2017,08 - 09,09 - 10,"58,94",
02/05/2017,09 - 10,10 - 11,"58,40",
02/05/2017,10 - 11,11 - 12,"44,98",
02/05/2017,11 - 12,12 - 13,"42,35",
02/05/2017,12 - 13,13 - 14,"41,99",
02/05/2017,13 - 14,14 - 15,"40,02",
02/05/2017,14 - 15,15 - 16,"40,22",
02/05/2017,15 - 16,16 - 17,"37,90",
02/05/2017,16 - 17,17 - 18,"48,10",
02/05/2017,17 - 18,18 - 19,"58,46",
02/05/2017,18 - 19,19 - 20,"58,43",
02/05/2017,19 - 20,20 - 21,"53,00",
02/05/2017,20 - 21,21 - 22,"50,00",
02/05/2017,21 - 22,22 - 23,"43,92",
02/05/2017,22 - 23,23 - 00,"37,98",
03/05/2017,23 - 00,00 - 01,"37,40",
03/05/2017,00 - 01,01 - 02,"33,01",
03/05/2017,01 - 02,02 - 03,"36,40",
03/05/2017,02 - 03,03 - 04,"35,07",
03/05/2017,03 - 04,04 - 05,"33,01",
03/05/2017,04 - 05,05 - 06,"35,09",
03/05/2017,05 - 06,06 - 07,"39,89",
03/05/2017,06 - 07,07 - 08,"44,53",
03/05/2017,07 - 08,08 - 09,"47,67",
03/05/2017,08 - 09,09 - 10,"54,91",
03/05/2017,09 - 10,10 - 11,"51,82",
03/05/2017,10 - 11,11 - 12,"44,67",
03/05/2017,11 - 12,12 - 13,"43,30",
03/05/2017,12 - 13,13 - 14,"42,43",
03/05/2017,13 - 14,14 - 15,"38,67",
03/05/2017,14 - 15,15 - 16,"35,91",
03/05/2017,15 - 16,16 - 17,"35,38",
03/05/2017,16 - 17,17 - 18,"38,81",
03/05/2017,17 - 18,18 - 19,"47,27",
03/05/2017,18 - 19,19 - 20,"52,42",
03/05/2017,19 - 20,20 - 21,"57,60",
03/05/2017,20 - 21,21 - 22,"51,94",
03/05/2017,21 - 22,22 - 23,"43,34",
03/05/2017,22 - 23,23 - 00,"36,67",
04/05/2017,23 - 00,00 - 01,"40,01",
04/05/2017,00 - 01,01 - 02,"35,95",
04/05/2017,01 - 02,02 - 03,"37,96",
04/05/2017,02 - 03,03 - 04,"37,72",
04/05/2017,03 - 04,04 - 05,"33,07",
04/05/2017,04 - 05,05 - 06,"32,53",
04/05/2017,05 - 06,06 - 07,"37,72",
04/05/2017,06 - 07,07 - 08,"43,50",
04/05/2017,07 - 08,08 - 09,"49,94",
04/05/2017,08 - 09,09 - 10,"54,93",
04/05/2017,09 - 10,10 - 11,"52,96",
04/05/2017,10 - 11,11 - 12,"44,32",
04/05/2017,11 - 12,12 - 13,"41,00",
04/05/2017,12 - 13,13 - 14,"40,68",
04/05/2017,13 - 14,14 - 15,"39,00",
04/05/2017,14 - 15,15 - 16,"36,06",
04/05/2017,15 - 16,16 - 17,"34,59",
04/05/2017,16 - 17,17 - 18,"35,75",
04/05/2017,17 - 18,18 - 19,"40,75",
04/05/2017,18 - 19,19 - 20,"44,03",
04/05/2017,19 - 20,20 - 21,"48,00",
04/05/2017,20 - 21,21 - 22,"48,00",
04/05/2017,21 - 22,22 - 23,"41,18",
04/05/2017,22 - 23,23 - 00,"35,11",
05/05/2017,23 - 00,00 - 01,"38,58",
05/05/2017,00 - 01,01 - 02,"33,02",
05/05/2017,01 - 02,02 - 03,"37,96",
05/05/2017,02 - 03,03 - 04,"36,92",
05/05/2017,03 - 04,04 - 05,"32,99",
05/05/2017,04 - 05,05 - 06,"32,56",
05/05/2017,05 - 06,06 - 07,"35,98",
05/05/2017,06 - 07,07 - 08,"44,01",
05/05/2017,07 - 08,08 - 09,"54,42",
05/05/2017,08 - 09,09 - 10,"54,94",
05/05/2017,09 - 10,10 - 11,"50,00",
05/05/2017,10 - 11,11 - 12,"44,92",
05/05/2017,11 - 12,12 - 13,"40,80",
05/05/2017,12 - 13,13 - 14,"36,28",
05/05/2017,13 - 14,14 - 15,"32,22",
05/05/2017,14 - 15,15 - 16,"30,89",
05/05/2017,15 - 16,16 - 17,"30,27",
05/05/2017,16 - 17,17 - 18,"32,91",
05/05/2017,17 - 18,18 - 19,"42,00",
05/05/2017,18 - 19,19 - 20,"49,00",
05/05/2017,19 - 20,20 - 21,"51,00",
05/05/2017,20 - 21,21 - 22,"50,00",
05/05/2017,21 - 22,22 - 23,"53,38",
05/05/2017,22 - 23,23 - 00,"35,42",
06/05/2017,23 - 00,00 - 01,"38,08",
06/05/2017,00 - 01,01 - 02,"38,07",
06/05/2017,01 - 02,02 - 03,"38,95",
06/05/2017,02 - 03,03 - 04,"36,95",
06/05/2017,03 - 04,04 - 05,"34,95",
06/05/2017,04 - 05,05 - 06,"31,50",
06/05/2017,05 - 06,06 - 07,"29,99",
06/05/2017,06 - 07,07 - 08,"30,53",
06/05/2017,07 - 08,08 - 09,"30,96",
06/05/2017,08 - 09,09 - 10,"45,00",
06/05/2017,09 - 10,10 - 11,"53,00",
06/05/2017,10 - 11,11 - 12,"47,53",
06/05/2017,11 - 12,12 - 13,"44,81",
06/05/2017,12 - 13,13 - 14,"41,00",
06/05/2017,13 - 14,14 - 15,"37,08",
06/05/2017,14 - 15,15 - 16,"32,93",
06/05/2017,15 - 16,16 - 17,"32,92",
06/05/2017,16 - 17,17 - 18,"36,20",
06/05/2017,17 - 18,18 - 19,"50,80",
06/05/2017,18 - 19,19 - 20,"53,65",
06/05/2017,19 - 20,20 - 21,"53,98",
06/05/2017,20 - 21,21 - 22,"58,91",
06/05/2017,21 - 22,22 - 23,"58,91",
06/05/2017,22 - 23,23 - 00,"48,08",
07/05/2017,23 - 00,00 - 01,"41,91",
07/05/2017,00 - 01,01 - 02,"40,00",
07/05/2017,01 - 02,02 - 03,"40,00",
07/05/2017,02 - 03,03 - 04,"39,00",
07/05/2017,03 - 04,04 - 05,"38,15",
07/05/2017,04 - 05,05 - 06,"36,32",
07/05/2017,05 - 06,06 - 07,"35,00",
07/05/2017,06 - 07,07 - 08,"33,00",
07/05/2017,07 - 08,08 - 09,"28,34",
07/05/2017,08 - 09,09 - 10,"34,00",
07/05/2017,09 - 10,10 - 11,"39,54",
07/05/2017,10 - 11,11 - 12,"43,20",
07/05/2017,11 - 12,12 - 13,"40,00",
07/05/2017,12 - 13,13 - 14,"42,24",
07/05/2017,13 - 14,14 - 15,"35,00",
07/05/2017,14 - 15,15 - 16,"33,03",
07/05/2017,15 - 16,16 - 17,"32,08",
07/05/2017,16 - 17,17 - 18,"34,07",
07/05/2017,17 - 18,18 - 19,"40,00",
07/05/2017,18 - 19,19 - 20,"50,01",
07/05/2017,19 - 20,20 - 21,"53,39",
07/05/2017,20 - 21,21 - 22,"55,50",
07/05/2017,21 - 22,22 - 23,"57,90",
07/05/2017,22 - 23,23 - 00,"38,08",
08/05/2017,23 - 00,00 - 01,"34,97",
08/05/2017,00 - 01,01 - 02,"30,06",
08/05/2017,01 - 02,02 - 03,"34,07",
08/05/2017,02 - 03,03 - 04,"34,48",
08/05/2017,03 - 04,04 - 05,"33,05",
08/05/2017,04 - 05,05 - 06,"33,07",
08/05/2017,05 - 06,06 - 07,"34,31",
08/05/2017,06 - 07,07 - 08,"47,53",
08/05/2017,07 - 08,08 - 09,"35,93",
08/05/2017,08 - 09,09 - 10,"47,72",
08/05/2017,09 - 10,10 - 11,"42,65",
08/05/2017,10 - 11,11 - 12,"40,74",
08/05/2017,11 - 12,12 - 13,"38,00",
08/05/2017,12 - 13,13 - 14,"37,35",
08/05/2017,13 - 14,14 - 15,"34,53",
08/05/2017,14 - 15,15 - 16,"34,53",
08/05/2017,15 - 16,16 - 17,"34,42",
08/05/2017,16 - 17,17 - 18,"39,87",
08/05/2017,17 - 18,18 - 19,"53,33",
08/05/2017,18 - 19,19 - 20,"57,91",
08/05/2017,19 - 20,20 - 21,"57,97",
08/05/2017,20 - 21,21 - 22,"61,94",
08/05/2017,21 - 22,22 - 23,"53,80",
08/05/2017,22 - 23,23 - 00,"34,73",
09/05/2017,23 - 00,00 - 01,"35,96",
09/05/2017,00 - 01,01 - 02,"34,08",
09/05/2017,01 - 02,02 - 03,"36,49",
09/05/2017,02 - 03,03 - 04,"36,94",
09/05/2017,03 - 04,04 - 05,"36,49",
09/05/2017,04 - 05,05 - 06,"36,49",
09/05/2017,05 - 06,06 - 07,"37,94",
09/05/2017,06 - 07,07 - 08,"43,91",
09/05/2017,07 - 08,08 - 09,"50,18",
09/05/2017,08 - 09,09 - 10,"62,15",
09/05/2017,09 - 10,10 - 11,"57,80",
09/05/2017,10 - 11,11 - 12,"43,78",
09/05/2017,11 - 12,12 - 13,"40,00",
09/05/2017,12 - 13,13 - 14,"35,08",
09/05/2017,13 - 14,14 - 15,"34,53",
09/05/2017,14 - 15,15 - 16,"34,10",
09/05/2017,15 - 16,16 - 17,"34,56",
09/05/2017,16 - 17,17 - 18,"53,00",
09/05/2017,17 - 18,18 - 19,"62,03",
09/05/2017,18 - 19,19 - 20,"65,01",
09/05/2017,19 - 20,20 - 21,"65,12",
09/05/2017,20 - 21,21 - 22,"61,98",
09/05/2017,21 - 22,22 - 23,"58,42",
09/05/2017,22 - 23,23 - 00,"37,85",
10/05/2017,23 - 00,00 - 01,"39,95",
10/05/2017,00 - 01,01 - 02,"33,60",
10/05/2017,01 - 02,02 - 03,"33,53",
10/05/2017,02 - 03,03 - 04,"33,01",
10/05/2017,03 - 04,04 - 05,"31,82",
10/05/2017,04 - 05,05 - 06,"32,51",
10/05/2017,05 - 06,06 - 07,"36,56",
10/05/2017,06 - 07,07 - 08,"43,15",
10/05/2017,07 - 08,08 - 09,"57,28",
10/05/2017,08 - 09,09 - 10,"69,98",
10/05/2017,09 - 10,10 - 11,"61,80",
10/05/2017,10 - 11,11 - 12,"39,90",
10/05/2017,11 - 12,12 - 13,"34,99",
10/05/2017,12 - 13,13 - 14,"33,82",
10/05/2017,13 - 14,14 - 15,"32,00",
10/05/2017,14 - 15,15 - 16,"32,00",
10/05/2017,15 - 16,16 - 17,"31,72",
10/05/2017,16 - 17,17 - 18,"35,72",
10/05/2017,17 - 18,18 - 19,"61,96",
10/05/2017,18 - 19,19 - 20,"69,01",
10/05/2017,19 - 20,20 - 21,"67,08",
10/05/2017,20 - 21,21 - 22,"65,00",
10/05/2017,21 - 22,22 - 23,"54,89",
10/05/2017,22 - 23,23 - 00,"36,00",
11/05/2017,23 - 00,00 - 01,"39,91",
11/05/2017,00 - 01,01 - 02,"38,93",
11/05/2017,01 - 02,02 - 03,"37,29",
11/05/2017,02 - 03,03 - 04,"35,26",
11/05/2017,03 - 04,04 - 05,"32,51",
11/05/2017,04 - 05,05 - 06,"32,11",
11/05/2017,05 - 06,06 - 07,"33,20",
11/05/2017,06 - 07,07 - 08,"42,78",
11/05/2017,07 - 08,08 - 09,"46,86",
11/05/2017,08 - 09,09 - 10,"61,91",
11/05/2017,09 - 10,10 - 11,"53,96",
11/05/2017,10 - 11,11 - 12,"41,80",
11/05/2017,11 - 12,12 - 13,"35,00",
11/05/2017,12 - 13,13 - 14,"34,52",
11/05/2017,13 - 14,14 - 15,"33,66",
11/05/2017,14 - 15,15 - 16,"33,50",
11/05/2017,15 - 16,16 - 17,"33,82",
11/05/2017,16 - 17,17 - 18,"43,00",
11/05/2017,17 - 18,18 - 19,"54,82",
11/05/2017,18 - 19,19 - 20,"55,00",
11/05/2017,19 - 20,20 - 21,"56,00",
11/05/2017,20 - 21,21 - 22,"50,45",
11/05/2017,21 - 22,22 - 23,"43,73",
11/05/2017,22 - 23,23 - 00,"35,62",
12/05/2017,23 - 00,00 - 01,"36,65",
12/05/2017,00 - 01,01 - 02,"32,52",
12/05/2017,01 - 02,02 - 03,"33,80",
12/05/2017,02 - 03,03 - 04,"34,55",
12/05/2017,03 - 04,04 - 05,"32,56",
12/05/2017,04 - 05,05 - 06,"32,53",
12/05/2017,05 - 06,06 - 07,"34,54",
12/05/2017,06 - 07,07 - 08,"42,97",
12/05/2017,07 - 08,08 - 09,"46,60",
12/05/2017,08 - 09,09 - 10,"59,08",
12/05/2017,09 - 10,10 - 11,"54,97",
12/05/2017,10 - 11,11 - 12,"48,05",
12/05/2017,11 - 12,12 - 13,"40,36",
12/05/2017,12 - 13,13 - 14,"36,50",
12/05/2017,13 - 14,14 - 15,"33,56",
12/05/2017,14 - 15,15 - 16,"33,06",
12/05/2017,15 - 16,16 - 17,"33,16",
12/05/2017,16 - 17,17 - 18,"33,87",
12/05/2017,17 - 18,18 - 19,"52,34",
12/05/2017,18 - 19,19 - 20,"54,92",
12/05/2017,19 - 20,20 - 21,"50,00",
12/05/2017,20 - 21,21 - 22,"42,43",
12/05/2017,21 - 22,22 - 23,"42,74",
12/05/2017,22 - 23,23 - 00,"33,00",
13/05/2017,23 - 00,00 - 01,"44,91",
13/05/2017,00 - 01,01 - 02,"37,00",
